date,adj close,close,high,low,open,volume,change
19271230,17.65999984741211,17.65999984741211,17.65999984741211,17.65999984741211,17.65999984741211,0,0.0
19280103,17.760000228881836,17.760000228881836,17.760000228881836,17.760000228881836,17.760000228881836,0,0.5662535805988744
19280104,17.719999313354492,17.719999313354492,17.719999313354492,17.719999313354492,17.719999313354492,0,-0.22523037731887463
19280105,17.549999237060547,17.549999237060547,17.549999237060547,17.549999237060547,17.549999237060547,0,-0.9593684135519531
19280106,17.65999984741211,17.65999984741211,17.65999984741211,17.65999984741211,17.65999984741211,0,0.6267841318150724
19280109,17.5,17.5,17.5,17.5,17.5,0,-0.9060014088027035
19280110,17.3700008392334,17.3700008392334,17.3700008392334,17.3700008392334,17.3700008392334,0,-0.7428523472377213
19280111,17.350000381469727,17.350000381469727,17.350000381469727,17.350000381469727,17.350000381469727,0,-0.11514367758980182
19280112,17.469999313354492,17.469999313354492,17.469999313354492,17.469999313354492,17.469999313354492,0,0.6916364798062347
19280113,17.579999923706055,17.579999923706055,17.579999923706055,17.579999923706055,17.579999923706055,0,0.6296543484548112
19280116,17.290000915527344,17.290000915527344,17.290000915527344,17.290000915527344,17.290000915527344,0,-1.6495961856499042
19280117,17.299999237060547,17.299999237060547,17.299999237060547,17.299999237060547,17.299999237060547,0,0.05782718914852936
19280118,17.260000228881836,17.260000228881836,17.260000228881836,17.260000228881836,17.260000228881836,0,-0.23120814995774008
19280119,17.3799991607666,17.3799991607666,17.3799991607666,17.3799991607666,17.3799991607666,0,0.6952429333341836
19280120,17.479999542236328,17.479999542236328,17.479999542236328,17.479999542236328,17.479999542236328,0,0.5753762157564735
19280123,17.639999389648438,17.639999389648438,17.639999389648438,17.639999389648438,17.639999389648438,0,0.9153309588224356
19280124,17.709999084472656,17.709999084472656,17.709999084472656,17.709999084472656,17.709999084472656,0,0.39682368053421957
19280125,17.520000457763672,17.520000457763672,17.520000457763672,17.520000457763672,17.520000457763672,0,-1.0728325044102704
19280126,17.6299991607666,17.6299991607666,17.6299991607666,17.6299991607666,17.6299991607666,0,0.6278464619228208
19280127,17.690000534057617,17.690000534057617,17.690000534057617,17.690000534057617,17.690000534057617,0,0.3403367903983767
19280130,17.489999771118164,17.489999771118164,17.489999771118164,17.489999771118164,17.489999771118164,0,-1.1305865285555106
19280131,17.56999969482422,17.56999969482422,17.56999969482422,17.56999969482422,17.56999969482422,0,0.45740380076024767
19280201,17.530000686645508,17.530000686645508,17.530000686645508,17.530000686645508,17.530000686645508,0,-0.22765514441354107
19280202,17.6299991607666,17.6299991607666,17.6299991607666,17.6299991607666,17.6299991607666,0,0.5704419292879681
19280203,17.399999618530273,17.399999618530273,17.399999618530273,17.399999618530273,17.399999618530273,0,-1.304591906891095
19280206,17.450000762939453,17.450000762939453,17.450000762939453,17.450000762939453,17.450000762939453,0,0.28736290520334773
19280207,17.440000534057617,17.440000534057617,17.440000534057617,17.440000534057617,17.440000534057617,0,-0.057307899396052964
19280208,17.489999771118164,17.489999771118164,17.489999771118164,17.489999771118164,17.489999771118164,0,0.2866928642743183
19280209,17.549999237060547,17.549999237060547,17.549999237060547,17.549999237060547,17.549999237060547,0,0.34305012422848336
19280210,17.540000915527344,17.540000915527344,17.540000915527344,17.540000915527344,17.540000915527344,0,-0.056970495543329225
19280214,17.440000534057617,17.440000534057617,17.440000534057617,17.440000534057617,17.440000534057617,0,-0.5701275726912924
19280215,17.399999618530273,17.399999618530273,17.399999618530273,17.399999618530273,17.399999618530273,0,-0.22936304072485036
19280216,17.350000381469727,17.350000381469727,17.350000381469727,17.350000381469727,17.350000381469727,0,-0.2873519434293592
19280217,17.040000915527344,17.040000915527344,17.040000915527344,17.040000915527344,17.040000915527344,0,-1.7867403984236807
19280220,16.950000762939453,16.950000762939453,16.950000762939453,16.950000762939453,16.950000762939453,0,-0.5281698811757662
19280221,17.110000610351562,17.110000610351562,17.110000610351562,17.110000610351562,17.110000610351562,0,0.9439518596479513
19280223,17.1299991607666,17.1299991607666,17.1299991607666,17.1299991607666,17.1299991607666,0,0.11688223086876448
19280224,17.18000030517578,17.18000030517578,17.18000030517578,17.18000030517578,17.18000030517578,0,0.2918922758834652
19280227,17.110000610351562,17.110000610351562,17.110000610351562,17.110000610351562,17.110000610351562,0,-0.4074487402839555
19280228,17.15999984741211,17.15999984741211,17.15999984741211,17.15999984741211,17.15999984741211,0,0.2922222985211276
19280229,17.260000228881836,17.260000228881836,17.260000228881836,17.260000228881836,17.260000228881836,0,0.582752810949505
19280301,17.299999237060547,17.299999237060547,17.299999237060547,17.299999237060547,17.299999237060547,0,0.23174396088232463
19280302,17.299999237060547,17.299999237060547,17.299999237060547,17.299999237060547,17.299999237060547,0,0.0
19280305,17.56999969482422,17.56999969482422,17.56999969482422,17.56999969482422,17.56999969482422,0,1.5606963564788412
19280306,17.670000076293945,17.670000076293945,17.670000076293945,17.670000076293945,17.670000076293945,0,0.5691541446024351
19280307,17.579999923706055,17.579999923706055,17.579999923706055,17.579999923706055,17.579999923706055,0,-0.5093387221239198
19280308,17.639999389648438,17.639999389648438,17.639999389648438,17.639999389648438,17.639999389648438,0,0.341293891938399
19280309,17.93000030517578,17.93000030517578,17.93000030517578,17.93000030517578,17.93000030517578,0,1.6439961766524958
19280312,18.0,18.0,18.0,18.0,18.0,0,0.3904054301884896
19280313,17.920000076293945,17.920000076293945,17.920000076293945,17.920000076293945,17.920000076293945,0,-0.4444440205891964
19280314,17.93000030517578,17.93000030517578,17.93000030517578,17.93000030517578,17.93000030517578,0,0.055804848433371745
19280315,18.06999969482422,18.06999969482422,18.06999969482422,18.06999969482422,18.06999969482422,0,0.7808108603769792
19280316,18.260000228881836,18.260000228881836,18.260000228881836,18.260000228881836,18.260000228881836,0,1.051469492343382
19280319,18.360000610351562,18.360000610351562,18.360000610351562,18.360000610351562,18.360000610351562,0,0.5476472081942019
19280320,18.459999084472656,18.459999084472656,18.459999084472656,18.459999084472656,18.459999084472656,0,0.5446539803746653
19280321,18.649999618530273,18.649999618530273,18.649999618530273,18.649999618530273,18.649999618530273,0,1.029255381802452
19280322,18.600000381469727,18.600000381469727,18.600000381469727,18.600000381469727,18.600000381469727,0,-0.26809242940074585
19280323,18.780000686645508,18.780000686645508,18.780000686645508,18.780000686645508,18.780000686645508,0,0.9677435563663073
19280326,19.049999237060547,19.049999237060547,19.049999237060547,19.049999237060547,19.049999237060547,0,1.4376919091756868
19280327,18.940000534057617,18.940000534057617,18.940000534057617,18.940000534057617,18.940000534057617,0,-0.5774210362640586
19280328,18.889999389648438,18.889999389648438,18.889999389648438,18.889999389648438,18.889999389648438,0,-0.26399758711341814
19280329,18.950000762939453,18.950000762939453,18.950000762939453,18.950000762939453,18.950000762939453,0,0.3176356550011139
19280330,19.280000686645508,19.280000686645508,19.280000686645508,19.280000686645508,19.280000686645508,0,1.7414243293933485
19280402,18.90999984741211,18.90999984741211,18.90999984741211,18.90999984741211,18.90999984741211,0,-1.9190914214525123
19280403,19.020000457763672,19.020000457763672,19.020000457763672,19.020000457763672,19.020000457763672,0,0.5817060351093417
19280404,18.989999771118164,18.989999771118164,18.989999771118164,18.989999771118164,18.989999771118164,0,-0.15773231295197476
19280405,19.229999542236328,19.229999542236328,19.229999542236328,19.229999542236328,19.229999542236328,0,1.2638218747278662
19280409,19.270000457763672,19.270000457763672,19.270000457763672,19.270000457763672,19.270000457763672,0,0.20801308621711811
19280410,19.100000381469727,19.100000381469727,19.100000381469727,19.100000381469727,19.100000381469727,0,-0.8822006863287601
19280411,19.440000534057617,19.440000534057617,19.440000534057617,19.440000534057617,19.440000534057617,0,1.7801054753786794
19280412,19.40999984741211,19.40999984741211,19.40999984741211,19.40999984741211,19.40999984741211,0,-0.15432451554180382
19280413,19.729999542236328,19.729999542236328,19.729999542236328,19.729999542236328,19.729999542236328,0,1.6486331650686914
19280416,19.68000030517578,19.68000030517578,19.68000030517578,19.68000030517578,19.68000030517578,0,-0.2534173249903682
19280417,19.520000457763672,19.520000457763672,19.520000457763672,19.520000457763672,19.520000457763672,0,-0.8130073421291018
19280418,19.520000457763672,19.520000457763672,19.520000457763672,19.520000457763672,19.520000457763672,0,0.0
19280419,19.6299991607666,19.6299991607666,19.6299991607666,19.6299991607666,19.6299991607666,0,0.563517932496671
19280420,19.34000015258789,19.34000015258789,19.34000015258789,19.34000015258789,19.34000015258789,0,-1.4773256269838053
19280423,19.149999618530273,19.149999618530273,19.149999618530273,19.149999618530273,19.149999618530273,0,-0.9824226088860355
19280424,19.25,19.25,19.25,19.25,19.25,0,0.5221952138994457
19280425,19.329999923706055,19.329999923706055,19.329999923706055,19.329999923706055,19.329999923706055,0,0.4155840192522353
19280426,19.469999313354492,19.469999313354492,19.469999313354492,19.469999313354492,19.469999313354492,0,0.7242596492550657
19280427,19.68000030517578,19.68000030517578,19.68000030517578,19.68000030517578,19.68000030517578,0,1.0785875666531108
19280430,19.75,19.75,19.75,19.75,19.75,0,0.35568950070499206
19280501,19.780000686645508,19.780000686645508,19.780000686645508,19.780000686645508,19.780000686645508,0,0.15190221086334166
19280502,19.829999923706055,19.829999923706055,19.829999923706055,19.829999923706055,19.829999923706055,0,0.25277672055039613
19280503,19.93000030517578,19.93000030517578,19.93000030517578,19.93000030517578,19.93000030517578,0,0.5042883603351811
19280504,20.239999771118164,20.239999771118164,20.239999771118164,20.239999771118164,20.239999771118164,0,1.5554413507052223
19280507,20.40999984741211,20.40999984741211,20.40999984741211,20.40999984741211,20.40999984741211,0,0.8399213350611223
19280508,20.270000457763672,20.270000457763672,20.270000457763672,20.270000457763672,20.270000457763672,0,-0.6859352802307317
19280509,20.239999771118164,20.239999771118164,20.239999771118164,20.239999771118164,20.239999771118164,0,-0.1480053575135365
19280510,20.209999084472656,20.209999084472656,20.209999084472656,20.209999084472656,20.209999084472656,0,-0.14822473806703762
19280511,20.360000610351562,20.360000610351562,20.360000610351562,20.360000610351562,20.360000610351562,0,0.74221441204394
19280514,20.440000534057617,20.440000534057617,20.440000534057617,20.440000534057617,20.440000534057617,0,0.3929269219441034
19280515,20.389999389648438,20.389999389648438,20.389999389648438,20.389999389648438,20.389999389648438,0,-0.2446239877825218
19280516,20.049999237060547,20.049999237060547,20.049999237060547,20.049999237060547,20.049999237060547,0,-1.6674848590750857
19280517,20.1200008392334,20.1200008392334,20.1200008392334,20.1200008392334,20.1200008392334,0,0.34913518621717543
19280518,19.920000076293945,19.920000076293945,19.920000076293945,19.920000076293945,19.920000076293945,0,-0.9940395357710852
19280521,19.6299991607666,19.6299991607666,19.6299991607666,19.6299991607666,19.6299991607666,0,-1.4558278836176441
19280522,19.360000610351562,19.360000610351562,19.360000610351562,19.360000610351562,19.360000610351562,0,-1.375438420571462
19280523,19.75,19.75,19.75,19.75,19.75,0,2.0144595937662713
19280524,19.8700008392334,19.8700008392334,19.8700008392334,19.8700008392334,19.8700008392334,0,0.6075991859918917
19280525,19.899999618530273,19.899999618530273,19.899999618530273,19.899999618530273,19.899999618530273,0,0.15097522913860573
19280528,19.56999969482422,19.56999969482422,19.56999969482422,19.56999969482422,19.56999969482422,0,-1.6582911056881033
